EMPLOYERNAME,CALENDARYEAR,GEOGRAPHY,LOCATION,NAICSID,NAICSCLASSTITLE,OCCGROUP,EMPLOYMENTSTATUS,ALLCOUNT,ALLMENCOUNT,ALLWOMENCOUNT,ABORIGALLCOUNT,ABORIGMENCOUNT,ABORIGWOMENCOUNT,PWDALLCOUNT,PWDMENCOUNT,PWDWOMENCOUNT,VISMINALLCOUNT,VISMINMENCOUNT,VISMINWOMENCOUNT
Bank of Montreal,2016,Provincial,Manitoba,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,Full-Time,15,6,9,2,1,1,1,1,,1,1,
Bank of Montreal,2011,Provincial,Manitoba,5221,Depository Credit Intermediation,Clerical Personnel,Full-Time,15,4,11,2,,2,1,,1,2,,2
Bank of Montreal,2013,National,Canada,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,Part-Time,113,24,89,2,,2,3,1,2,39,13,26
Bank of Montreal,2014,Provincial,Qu�bec,5221,Depository Credit Intermediation,Supervisors,Full-Time,6,3,3,,,,,,,2,1,1
Bank of Montreal,2014,Provincial,New Brunswick,5221,Depository Credit Intermediation,Intermediate Sales and Service Personnel,Full-Time,6,1,5,,,,2,1,1,,,
Bank of Montreal,2017,National,Canada,5221,Depository Credit Intermediation,Senior Managers,Full-Time,12,8,4,,,,2,1,1,3,2,1
Bank of Montreal,2015,Provincial,British Columbia,5221,Depository Credit Intermediation,Professionals,Full-Time,42,28,14,2,2,,,,,17,12,5
Bank of Montreal,2015,Provincial,British Columbia,,,Overall,Part-Time,110,41,69,6,2,4,5,3,2,24,11,13
Bank of Montreal,2015,Provincial,Alberta,5221,Depository Credit Intermediation,Intermediate Sales and Service Personnel,Part-Time,87,19,68,5,1,4,2,,2,20,6,14
Bank of Montreal,2016,National,Canada,,,Overall,Part-Time,902,253,649,31,7,24,36,10,26,211,73,138
Bank of Montreal,2013,National,Canada,,,Overall,Full-Time,3394,1450,1944,48,16,32,117,50,67,1136,549,587
Bank of Montreal,2014,Provincial,Newfoundland and Labrador,5221,Depository Credit Intermediation,Middle and Other Managers,Full-Time,7,3,4,,,,,,,,,
Bank of Montreal,2018,Provincial,Alberta,5221,Depository Credit Intermediation,Intermediate Sales and Service Personnel,Part-Time,110,28,82,6,2,4,6,1,5,32,11,21
Bank of Montreal,2010,Provincial,Ontario,5221,Depository Credit Intermediation,Professionals,Part-Time,11,4,7,,,,1,,1,5,2,3
Bank of Montreal,2010,Provincial,New Brunswick,5221,Depository Credit Intermediation,Clerical Personnel,Full-Time,10,2,8,,,,,,,,,
Bank of Montreal,2016,National,Canada,5221,Depository Credit Intermediation,Skilled Sales and Service Personnel,Full-Time,145,82,63,1,1,,3,1,2,50,33,17
Bank of Montreal,2016,Provincial,Qu�bec,5221,Depository Credit Intermediation,Professionals,Part-Time,2,,2,,,,,,,,,
Bank of Montreal,2016,Provincial,Qu�bec,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,Part-Time,35,3,32,1,,1,3,,3,3,1,2
Bank of Montreal,2011,Provincial,Saskatchewan,5221,Depository Credit Intermediation,Clerical Personnel,Full-Time,16,3,13,,,,,,,5,3,2
Bank of Montreal,2013,Provincial,Ontario,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,Part-Time,51,9,42,,,,1,1,,24,5,19
Bank of Montreal,2018,Provincial,New Brunswick,,,Overall,Full-Time,15,5,10,,,,2,,2,1,1,
Bank of Montreal,2018,Provincial,Alberta,,,Overall,Full-Time,225,100,125,7,3,4,9,3,6,61,36,25
Bank of Montreal,2015,Provincial,Newfoundland and Labrador,5221,Depository Credit Intermediation,Middle and Other Managers,Full-Time,7,1,6,,,,1,,1,,,
Bank of Montreal,2016,Provincial,Saskatchewan,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,Part-Time,1,,1,,,,,,,,,
Bank of Montreal,2016,Provincial,Newfoundland and Labrador,5221,Depository Credit Intermediation,Skilled Sales and Service Personnel,Full-Time,2,1,1,,,,,,,,,
Bank of Montreal,2013,Provincial,Alberta,,,Overall,Part-Time,154,32,122,4,1,3,4,1,3,36,10,26
Bank of Montreal,2014,Provincial,Manitoba,5221,Depository Credit Intermediation,Skilled Sales and Service Personnel,Full-Time,3,2,1,,,,,,,1,1,
Bank of Montreal,2018,National,Canada,5221,Depository Credit Intermediation,Middle and Other Managers,Full-Time,994,518,476,19,8,11,60,23,37,315,189,126
Bank of Montreal,2018,Provincial,Nova Scotia,5221,Depository Credit Intermediation,Professionals,Full-Time,7,4,3,1,,1,,,,,,
Bank of Montreal,2018,Provincial,British Columbia,5221,Depository Credit Intermediation,Intermediate Sales and Service Personnel,Part-Time,133,33,100,8,1,7,8,,8,45,13,32
Bank of Montreal,2012,Provincial,New Brunswick,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,Part-Time,1,1,,,,,,,,,,
Bank of Montreal,2014,Provincial,Qu�bec,5221,Depository Credit Intermediation,Clerical Personnel,Part-Time,22,8,14,,,,2,,2,10,2,8
Bank of Montreal,2014,Provincial,Manitoba,,,Overall,Full-Time,35,19,16,2,1,1,2,2,,7,7,
Bank of Montreal,2017,Provincial,New Brunswick,,,Overall,Full-Time,22,10,12,,,,,,,2,1,1
Bank of Montreal,2017,Provincial,Alberta,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,Part-Time,9,,9,,,,,,,4,,4
Bank of Montreal,2018,Provincial,Saskatchewan,,,Overall,Part-Time,24,3,21,2,,2,,,,9,2,7
Bank of Montreal,2012,National,Canada,5221,Depository Credit Intermediation,Clerical Personnel,Full-Time,655,220,435,13,2,11,19,6,13,243,105,138
Bank of Montreal,2012,Provincial,Ontario,5221,Depository Credit Intermediation,Intermediate Sales and Service Personnel,Full-Time,2,1,1,,,,,,,1,1,
Bank of Montreal,2015,Provincial,Manitoba,5221,Depository Credit Intermediation,Intermediate Sales and Service Personnel,Part-Time,11,4,7,1,,1,1,,1,3,2,1
Bank of Montreal,2017,National,Canada,5221,Depository Credit Intermediation,Other Manual Workers,Part-Time,5,,5,,,,,,,,,
Bank of Montreal,2010,Provincial,British Columbia,,,Overall,Part-Time,79,11,68,2,1,1,3,2,1,24,2,22
Bank of Montreal,2015,Provincial,Qu�bec,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,Full-Time,87,35,52,,,,2,,2,23,10,13
Bank of Montreal,2017,Provincial,British Columbia,5221,Depository Credit Intermediation,Skilled Sales and Service Personnel,Full-Time,48,24,24,3,1,2,1,,1,19,12,7
Bank of Montreal,2012,Provincial,New Brunswick,5221,Depository Credit Intermediation,Clerical Personnel,Full-Time,5,3,2,,,,1,1,,1,1,
Bank of Montreal,2015,Provincial,Alberta,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,Full-Time,78,27,51,,,,1,1,,24,9,15
Bank of Montreal,2013,Provincial,New Brunswick,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,Full-Time,11,4,7,,,,,,,1,,1
Bank of Montreal,2013,Provincial,Saskatchewan,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,Part-Time,2,,2,,,,,,,,,
Bank of Montreal,2017,Provincial,New Brunswick,5221,Depository Credit Intermediation,Middle and Other Managers,Full-Time,9,6,3,,,,,,,1,1,
Bank of Montreal,2018,Provincial,Alberta,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,Part-Time,3,1,2,,,,,,,,,
Bank of Montreal,2012,Provincial,Ontario,5221,Depository Credit Intermediation,Middle and Other Managers,Part-Time,5,,5,,,,,,,,,
Bank of Montreal,2016,Provincial,New Brunswick,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,Full-Time,3,1,2,,,,1,,1,1,1,
Bank of Montreal,2011,National,Canada,5221,Depository Credit Intermediation,Middle and Other Managers,Full-Time,353,215,138,1,1,,6,5,1,99,68,31
Bank of Montreal,2013,Provincial,Saskatchewan,5221,Depository Credit Intermediation,Professionals,Full-Time,8,5,3,,,,1,,1,,,
Bank of Montreal,2014,Provincial,Nova Scotia,5221,Depository Credit Intermediation,Intermediate Sales and Service Personnel,Full-Time,4,1,3,,,,1,1,,,,
Bank of Montreal,2019,Provincial,Manitoba,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,Full-Time,5,1,4,,,,,,,2,1,1
Bank of Montreal,2010,Provincial,Manitoba,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,Full-Time,12,6,6,,,,,,,2,1,1
Bank of Montreal,2015,Provincial,Ontario,5221,Depository Credit Intermediation,Semi-Professionals and Technicians,Full-Time,3,1,2,,,,,,,,,
Bank of Montreal,2011,Provincial,Nova Scotia,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,Part-Time,1,,1,,,,,,,,,
Bank of Montreal,2013,Provincial,Qu�bec,,,Overall,Full-Time,497,216,281,3,,3,12,3,9,115,59,56
Bank of Montreal,2014,National,Canada,5221,Depository Credit Intermediation,Clerical Personnel,Part-Time,43,12,31,,,,2,,2,21,3,18
Bank of Montreal,2014,Provincial,Qu�bec,5221,Depository Credit Intermediation,Professionals,Part-Time,4,1,3,,,,,,,,,
Bank of Montreal,2015,National,Canada,5221,Depository Credit Intermediation,Semi-Professionals and Technicians,Full-Time,4,1,3,,,,,,,1,,1
Bank of Montreal,2018,Provincial,British Columbia,5221,Depository Credit Intermediation,Other Manual Workers,Part-Time,1,,1,,,,,,,,,
Bank of Montreal,2019,Provincial,Qu�bec,5221,Depository Credit Intermediation,Supervisors,Full-Time,17,6,11,1,,1,1,,1,8,1,7
Bank of Montreal,2019,Provincial,British Columbia,5221,Depository Credit Intermediation,Middle and Other Managers,Part-Time,5,,5,1,,1,,,,,,
Bank of Montreal,2015,Provincial,Nova Scotia,,,Overall,Part-Time,15,3,12,,,,1,,1,1,1,
Bank of Montreal,2016,National,Canada,5221,Depository Credit Intermediation,Other Manual Workers,Part-Time,4,,4,,,,1,,1,,,
Bank of Montreal,2011,Provincial,Nova Scotia,,,Overall,Full-Time,31,13,18,,,,,,,6,3,3
Bank of Montreal,2018,Provincial,Nova Scotia,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,Full-Time,5,,5,,,,,,,,,
Bank of Montreal,2018,Provincial,British Columbia,5221,Depository Credit Intermediation,Skilled Sales and Service Personnel,Full-Time,50,23,27,1,,1,1,,1,23,12,11
Bank of Montreal,2019,Provincial,Alberta,5221,Depository Credit Intermediation,Skilled Sales and Service Personnel,Full-Time,32,12,20,,,,,,,14,6,8
Bank of Montreal,2010,Provincial,Nova Scotia,,,Overall,Full-Time,34,9,25,,,,1,,1,2,1,1
Bank of Montreal,2016,Provincial,Qu�bec,5221,Depository Credit Intermediation,Intermediate Sales and Service Personnel,Full-Time,53,21,32,,,,,,,17,12,5
Bank of Montreal,2011,Provincial,Qu�bec,,,Overall,Full-Time,441,199,242,3,1,2,9,2,7,126,58,68
Bank of Montreal,2013,National,Canada,5221,Depository Credit Intermediation,Semi-Professionals and Technicians,Full-Time,7,4,3,,,,1,,1,1,,1
Bank of Montreal,2018,National,Canada,5221,Depository Credit Intermediation,Clerical Personnel,Full-Time,197,93,104,1,,1,8,1,7,95,44,51
Bank of Montreal,2018,Provincial,Ontario,5221,Depository Credit Intermediation,Other Manual Workers,Full-Time,4,,4,,,,2,,2,,,
Bank of Montreal,2016,Provincial,British Columbia,5221,Depository Credit Intermediation,Intermediate Sales and Service Personnel,Full-Time,16,5,11,,,,2,1,1,5,1,4
Bank of Montreal,2014,National,Canada,5221,Depository Credit Intermediation,Intermediate Sales and Service Personnel,Part-Time,706,187,519,12,3,9,22,8,14,112,34,78
Bank of Montreal,2014,Provincial,Saskatchewan,5221,Depository Credit Intermediation,Middle and Other Managers,Part-Time,2,1,1,,,,,,,,,
Bank of Montreal,2017,Provincial,Qu�bec,5221,Depository Credit Intermediation,Supervisors,Part-Time,21,10,11,,,,,,,7,5,2
Bank of Montreal,2017,Provincial,British Columbia,5221,Depository Credit Intermediation,Intermediate Sales and Service Personnel,Full-Time,12,5,7,1,1,,1,,1,3,1,2
Bank of Montreal,2017,Provincial,Newfoundland and Labrador,5221,Depository Credit Intermediation,Intermediate Sales and Service Personnel,Full-Time,1,,1,1,,1,,,,,,
Bank of Montreal,2010,Provincial,Alberta,5221,Depository Credit Intermediation,Professionals,Full-Time,53,25,28,1,,1,2,1,1,12,6,6
Bank of Montreal,2010,Provincial,Alberta,5221,Depository Credit Intermediation,Clerical Personnel,Part-Time,46,3,43,1,,1,,,,9,3,6
Bank of Montreal,2015,Provincial,Qu�bec,5221,Depository Credit Intermediation,Skilled Sales and Service Personnel,Full-Time,24,15,9,,,,,,,2,2,
Bank of Montreal,2011,Provincial,Manitoba,,,Overall,Part-Time,5,1,4,,,,,,,,,
Bank of Montreal,2014,Provincial,Qu�bec,5221,Depository Credit Intermediation,Skilled Sales and Service Personnel,Part-Time,5,1,4,,,,,,,,,
Bank of Montreal,2017,Provincial,Ontario,5221,Depository Credit Intermediation,Senior Managers,Full-Time,10,6,4,,,,1,,1,3,2,1
Bank of Montreal,2017,Provincial,Ontario,5221,Depository Credit Intermediation,Middle and Other Managers,Part-Time,10,1,9,,,,,,,3,1,2
Bank of Montreal,2018,Provincial,Qu�bec,5221,Depository Credit Intermediation,Clerical Personnel,Part-Time,18,6,12,,,,1,,1,7,4,3
Bank of Montreal,2019,Provincial,Manitoba,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,Part-Time,1,,1,,,,,,,,,
Bank of Montreal,2019,Provincial,British Columbia,5221,Depository Credit Intermediation,Skilled Sales and Service Personnel,Full-Time,21,15,6,1,,1,1,,1,8,6,2
Bank of Montreal,2015,Provincial,British Columbia,5221,Depository Credit Intermediation,Intermediate Sales and Service Personnel,Part-Time,102,40,62,5,2,3,4,3,1,24,11,13
Bank of Montreal,2011,Provincial,Ontario,,,Overall,Part-Time,209,47,162,6,,6,6,1,5,61,20,41
Bank of Montreal,2014,National,Canada,5221,Depository Credit Intermediation,Professionals,Part-Time,11,3,8,,,,2,1,1,1,1,
Bank of Montreal,2014,Provincial,British Columbia,5221,Depository Credit Intermediation,Professionals,Full-Time,36,22,14,1,1,,,,,11,8,3
Bank of Montreal,2017,Provincial,Alberta,5221,Depository Credit Intermediation,Skilled Sales and Service Personnel,Part-Time,1,,1,,,,,,,1,,1
Bank of Montreal,2018,Provincial,British Columbia,5221,Depository Credit Intermediation,Clerical Personnel,Part-Time,1,,1,,,,,,,1,,1
Bank of Montreal,2016,National,Canada,5221,Depository Credit Intermediation,Senior Managers,Full-Time,22,18,4,1,1,,1,1,,5,4,1
Bank of Montreal,2016,Provincial,Ontario,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,Full-Time,272,70,202,3,1,2,14,5,9,117,33,84
Bank of Montreal,2013,Provincial,New Brunswick,5221,Depository Credit Intermediation,Clerical Personnel,Full-Time,5,1,4,,,,,,,,,
Bank of Montreal,2013,Provincial,British Columbia,5221,Depository Credit Intermediation,Senior Managers,Full-Time,1,,1,,,,,,,,,
Bank of Montreal,2017,National,Canada,5221,Depository Credit Intermediation,Supervisors,Part-Time,30,12,18,,,,,,,13,6,7
Bank of Montreal,2017,Provincial,New Brunswick,5221,Depository Credit Intermediation,Intermediate Sales and Service Personnel,Full-Time,3,,3,,,,,,,,,
Bank of Montreal,2015,Provincial,Alberta,,,Overall,Part-Time,103,22,81,5,1,4,2,,2,26,7,19
Bank of Montreal,2011,Provincial,Newfoundland and Labrador,5221,Depository Credit Intermediation,Clerical Personnel,Full-Time,7,1,6,,,,,,,,,
Bank of Montreal,2014,Provincial,Nova Scotia,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,Part-Time,1,,1,,,,1,,1,,,
Bank of Montreal,2017,National,Canada,,,Overall,Part-Time,1000,286,714,28,2,26,40,12,28,292,110,182
Bank of Montreal,2012,Provincial,Ontario,5221,Depository Credit Intermediation,Middle and Other Managers,Full-Time,282,153,129,3,1,2,3,,3,94,56,38
Bank of Montreal,2016,Provincial,British Columbia,,,Overall,Part-Time,167,41,126,8,2,6,6,2,4,42,12,30
Bank of Montreal,2013,Provincial,British Columbia,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,Part-Time,14,1,13,1,,1,,,,3,1,2
Bank of Montreal,2011,Provincial,Manitoba,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,Part-Time,2,1,1,,,,,,,,,
Bank of Montreal,2011,Provincial,British Columbia,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,Full-Time,74,22,52,3,,3,2,1,1,30,13,17
Bank of Montreal,2013,Provincial,New Brunswick,,,Overall,Full-Time,26,11,15,,,,,,,1,,1
Bank of Montreal,2013,Provincial,British Columbia,5221,Depository Credit Intermediation,Professionals,Full-Time,36,23,13,1,1,,,,,15,9,6
Bank of Montreal,2013,Provincial,Alberta,,,Overall,Full-Time,318,106,212,7,,7,4,3,1,83,42,41
Bank of Montreal,2017,Provincial,Nova Scotia,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,Part-Time,3,2,1,1,1,,,,,,,
Bank of Montreal,2018,Provincial,Ontario,5221,Depository Credit Intermediation,Professionals,Full-Time,885,529,356,7,4,3,41,24,17,419,259,160
Bank of Montreal,2010,Provincial,British Columbia,5221,Depository Credit Intermediation,Clerical Personnel,Full-Time,72,22,50,2,1,1,2,,2,27,12,15
Bank of Montreal,2010,Provincial,Alberta,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,Full-Time,80,21,59,2,,2,1,1,,22,5,17
Bank of Montreal,2012,Provincial,Manitoba,5221,Depository Credit Intermediation,Clerical Personnel,Part-Time,6,3,3,3,,3,,,,2,1,1
Bank of Montreal,2012,Provincial,Saskatchewan,,,Overall,Full-Time,55,20,35,1,1,,2,2,,9,5,4
Bank of Montreal,2011,Provincial,Manitoba,5221,Depository Credit Intermediation,Middle and Other Managers,Full-Time,4,3,1,,,,,,,,,
Bank of Montreal,2011,Provincial,Manitoba,5221,Depository Credit Intermediation,Clerical Personnel,Part-Time,3,,3,,,,,,,,,
Bank of Montreal,2014,National,Canada,,,Overall,Part-Time,895,226,669,13,3,10,32,11,21,163,48,115
Bank of Montreal,2014,Provincial,Alberta,5221,Depository Credit Intermediation,Intermediate Sales and Service Personnel,Part-Time,118,24,94,2,,2,,,,21,5,16
Bank of Montreal,2017,Provincial,Nova Scotia,5221,Depository Credit Intermediation,Middle and Other Managers,Full-Time,11,4,7,,,,1,1,,1,,1
Bank of Montreal,2018,Provincial,Ontario,,,Overall,Part-Time,480,150,330,10,2,8,16,2,14,173,67,106
Bank of Montreal,2018,Provincial,Manitoba,5221,Depository Credit Intermediation,Intermediate Sales and Service Personnel,Part-Time,18,7,11,2,1,1,1,1,,6,3,3
Bank of Montreal,2012,National,Canada,5221,Depository Credit Intermediation,Supervisors,Part-Time,2,1,1,,,,,,,1,1,
Bank of Montreal,2016,Provincial,Ontario,5221,Depository Credit Intermediation,Skilled Sales and Service Personnel,Full-Time,55,35,20,1,1,,2,1,1,20,14,6
Bank of Montreal,2013,Provincial,New Brunswick,5221,Depository Credit Intermediation,Clerical Personnel,Part-Time,20,1,19,3,,3,3,,3,1,,1
Bank of Montreal,2015,National,Canada,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,Full-Time,564,191,373,14,3,11,27,11,16,200,76,124
Bank of Montreal,2011,Provincial,Qu�bec,5221,Depository Credit Intermediation,Professionals,Full-Time,100,63,37,1,1,,4,2,2,22,13,9
Bank of Montreal,2017,National,Canada,5221,Depository Credit Intermediation,Intermediate Sales and Service Personnel,Part-Time,813,247,566,24,1,23,31,10,21,249,97,152
Bank of Montreal,2017,Provincial,Qu�bec,5221,Depository Credit Intermediation,Skilled Sales and Service Personnel,Part-Time,1,,1,,,,,,,,,
Bank of Montreal,2015,Provincial,Saskatchewan,,,Overall,Part-Time,23,3,20,,,,,,,5,2,3
Bank of Montreal,2011,Provincial,Ontario,5221,Depository Credit Intermediation,Semi-Professionals and Technicians,Full-Time,2,1,1,,,,,,,2,1,1
Bank of Montreal,2013,Provincial,Manitoba,5221,Depository Credit Intermediation,Professionals,Full-Time,7,4,3,,,,,,,1,1,
Bank of Montreal,2018,National,Canada,5221,Depository Credit Intermediation,Middle and Other Managers,Part-Time,13,3,10,,,,,,,4,1,3
Bank of Montreal,2016,Provincial,British Columbia,5221,Depository Credit Intermediation,Intermediate Sales and Service Personnel,Part-Time,140,37,103,8,2,6,4,1,3,31,8,23
Bank of Montreal,2014,Provincial,British Columbia,5221,Depository Credit Intermediation,Middle and Other Managers,Full-Time,78,35,43,1,,1,3,1,2,34,14,20
Bank of Montreal,2017,Provincial,Newfoundland and Labrador,,,Overall,Full-Time,19,7,12,5,1,4,1,1,,1,,1
Bank of Montreal,2019,Provincial,British Columbia,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,Part-Time,2,1,1,,,,,,,,,
Bank of Montreal,2010,National,Canada,,,Overall,Full-Time,2347,973,1374,38,12,26,80,36,44,820,391,429
Bank of Montreal,2010,Provincial,Ontario,,,Overall,Full-Time,1321,614,707,16,5,11,56,30,26,555,278,277
Bank of Montreal,2015,Provincial,Ontario,5221,Depository Credit Intermediation,Professionals,Full-Time,590,358,232,2,,2,20,12,8,273,160,113
Bank of Montreal,2013,Provincial,Newfoundland and Labrador,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,Part-Time,1,,1,,,,,,,,,
Bank of Montreal,2014,Provincial,Saskatchewan,5221,Depository Credit Intermediation,Other Manual Workers,Part-Time,1,,1,,,,,,,,,
Bank of Montreal,2017,Provincial,Qu�bec,,,Overall,Part-Time,216,81,135,1,,1,4,1,3,54,26,28
Bank of Montreal,2013,Provincial,Alberta,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,Full-Time,119,32,87,3,,3,2,1,1,31,13,18
Bank of Montreal,2014,Provincial,New Brunswick,5221,Depository Credit Intermediation,Middle and Other Managers,Full-Time,5,4,1,,,,1,1,,,,
Bank of Montreal,2014,Provincial,Alberta,5221,Depository Credit Intermediation,Middle and Other Managers,Part-Time,4,1,3,,,,1,,1,2,1,1
Bank of Montreal,2017,Provincial,British Columbia,5221,Depository Credit Intermediation,Supervisors,Full-Time,3,1,2,,,,,,,,,
Bank of Montreal,2010,Provincial,New Brunswick,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,Full-Time,9,,9,,,,,,,2,,2
Bank of Montreal,2015,Provincial,British Columbia,5221,Depository Credit Intermediation,Semi-Professionals and Technicians,Full-Time,1,,1,,,,,,,1,,1
Bank of Montreal,2016,Provincial,Qu�bec,,,Overall,Full-Time,575,277,298,2,1,1,16,6,10,162,91,71
Bank of Montreal,2013,Provincial,British Columbia,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,Full-Time,116,31,85,1,,1,5,1,4,51,20,31
Bank of Montreal,2013,Provincial,Newfoundland and Labrador,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,Full-Time,17,4,13,,,,,,,,,
Bank of Montreal,2014,Provincial,Saskatchewan,,,Overall,Part-Time,23,4,19,,,,1,,1,6,1,5
Bank of Montreal,2018,National,Canada,5221,Depository Credit Intermediation,Professionals,Part-Time,12,4,8,1,1,,1,,1,2,1,1
Bank of Montreal,2019,Provincial,Manitoba,,,Overall,Part-Time,21,5,16,1,,1,1,,1,11,4,7
Bank of Montreal,2015,National,Canada,5221,Depository Credit Intermediation,Supervisors,Part-Time,26,10,16,,,,,,,10,5,5
Bank of Montreal,2016,National,Canada,5221,Depository Credit Intermediation,Other Manual Workers,Full-Time,2,,2,,,,,,,,,
Bank of Montreal,2018,National,Canada,5221,Depository Credit Intermediation,Clerical Personnel,Part-Time,24,10,14,,,,1,,1,12,7,5
Bank of Montreal,2018,Provincial,Ontario,5221,Depository Credit Intermediation,Semi-Professionals and Technicians,Full-Time,9,5,4,,,,,,,5,4,1
Bank of Montreal,2018,Provincial,Alberta,5221,Depository Credit Intermediation,Senior Managers,Full-Time,1,,1,,,,,,,,,
Bank of Montreal,2012,Provincial,Qu�bec,5221,Depository Credit Intermediation,Professionals,Full-Time,96,64,32,1,1,,,,,25,21,4
Bank of Montreal,2013,Provincial,Saskatchewan,,,Overall,Part-Time,18,1,17,,,,,,,2,1,1
Bank of Montreal,2013,Provincial,Alberta,5221,Depository Credit Intermediation,Clerical Personnel,Part-Time,136,31,105,4,1,3,3,1,2,31,9,22
Bank of Montreal,2018,Provincial,British Columbia,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,Full-Time,36,14,22,1,,1,2,,2,13,6,7
Bank of Montreal,2019,Provincial,Ontario,5221,Depository Credit Intermediation,Middle and Other Managers,Full-Time,729,353,376,3,,3,33,10,23,332,172,160
Bank of Montreal,2019,Provincial,Saskatchewan,,,Overall,Part-Time,17,3,14,1,,1,,,,5,1,4
Bank of Montreal,2015,Provincial,Manitoba,,,Overall,Full-Time,42,18,24,1,1,,2,1,1,11,5,6
Bank of Montreal,2017,Provincial,Qu�bec,5221,Depository Credit Intermediation,Clerical Personnel,Full-Time,88,35,53,2,1,1,3,1,2,41,20,21
Bank of Montreal,2017,Provincial,Newfoundland and Labrador,,,Overall,Part-Time,13,1,12,2,,2,,,,1,,1
Bank of Montreal,2018,Provincial,British Columbia,5221,Depository Credit Intermediation,Professionals,Full-Time,53,31,22,2,1,1,5,5,,24,17,7
Bank of Montreal,2010,National,Canada,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,Part-Time,110,33,77,2,1,1,4,2,2,39,14,25
Bank of Montreal,2010,Provincial,Nova Scotia,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,Full-Time,8,1,7,,,,,,,2,1,1
Bank of Montreal,2012,National,Canada,5221,Depository Credit Intermediation,Professionals,Part-Time,27,6,21,,,,,,,7,2,5
Bank of Montreal,2015,Provincial,British Columbia,5221,Depository Credit Intermediation,Clerical Personnel,Full-Time,2,1,1,,,,,,,2,1,1
Bank of Montreal,2011,Provincial,New Brunswick,5221,Depository Credit Intermediation,Other Manual Workers,Full-Time,1,,1,,,,,,,,,
Bank of Montreal,2013,Provincial,Saskatchewan,5221,Depository Credit Intermediation,Clerical Personnel,Full-Time,6,2,4,,,,1,,1,3,1,2
Bank of Montreal,2014,Provincial,Manitoba,5221,Depository Credit Intermediation,Intermediate Sales and Service Personnel,Part-Time,7,1,6,,,,,,,1,,1
Bank of Montreal,2017,Provincial,Nova Scotia,5221,Depository Credit Intermediation,Middle and Other Managers,Part-Time,1,,1,,,,,,,,,
Bank of Montreal,2019,National,Canada,5221,Depository Credit Intermediation,Middle and Other Managers,Full-Time,1199,583,616,7,2,5,58,20,38,500,261,239
Bank of Montreal,2019,Provincial,Alberta,,,Overall,Full-Time,201,80,121,5,1,4,8,1,7,69,36,33
Bank of Montreal,2010,Provincial,British Columbia,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,Part-Time,12,3,9,1,1,,,,,4,1,3
Bank of Montreal,2015,National,Canada,5221,Depository Credit Intermediation,Professionals,Part-Time,14,3,11,,,,,,,1,,1
Bank of Montreal,2011,National,Canada,5221,Depository Credit Intermediation,Semi-Professionals and Technicians,Full-Time,2,1,1,,,,,,,2,1,1
Bank of Montreal,2013,National,Canada,5221,Depository Credit Intermediation,Clerical Personnel,Full-Time,770,260,510,8,2,6,21,8,13,249,107,142
Bank of Montreal,2013,National,Canada,5221,Depository Credit Intermediation,Intermediate Sales and Service Personnel,Full-Time,3,1,2,,,,,,,1,,1
Bank of Montreal,2017,Provincial,British Columbia,,,Overall,Part-Time,155,36,119,7,1,6,7,,7,50,18,32
